url,name,designation,college,department,research_area,research_area_details,experience,institution_name,,,,,,,,,,
https://iitg.irins.org/profile/128248,Dr Amit Shelke,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Structural Engineering,"[""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/120567,Prof Bimlesh Kumar,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,"Water Resources Engineering, Environmental Hydraulics, Sediment Transport and Surge analysis","[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128230,Prof Hemant B. Kaushik,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,"Structural Engineering, Earthquake Engineering","[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128234,Dr Sandip Das,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Structural Engineering,"[""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Civil Engineering | Hindustan Institute of Technology and Science""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/271436,Dr Nipjyoti Bharadwaj,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Transportation Engineering,"[""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128261,Prof C. Mallikarjuna,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Transportation Science and Technology,Transportation Engineering,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128255,Prof Anil Kumar Mishra,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Geotechnical and Geoenvironmental Engineering,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/267941,Dr Abhishek Verma,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Structural Engineering,"[""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128235,Dr Rishikesh Bharti,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Remote Sensing,"Snow and Glacier Studies (Dynamics and Mass Balance), Micro-Climate Modeling, Tectonic Geomorphology, Landslide Susceptibility, Ocean-Atmospheric Interactions, Liquefaction Potential Evaluation, and Subsurface Investigation using Ground Penetration Radar (GPR) are my primary research areas.","[""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128237,Prof T. V. Bharat,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Geological Engineering,Geotechnical Engineering,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/4587,Prof Baleshwar Singh,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,"Foundations of Offshore Structures,Soil-structure interaction","[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/268638,Dr Sayantan Chakraborty,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Structural Geology and Tectonics,"[""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128243,Prof Teiborlang L. Ryntathiang,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Transportation Engineering,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128250,Prof Laishram Boeing Singh,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Infrastructure Financing and Management,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/153301,Prof Arbind K. Singh,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/297644,Dr R. B. Sharmila,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Specialization: Transportation Engineering,"[""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/4705,Prof Arup Kumar Sarma,Professor (HAG),"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,"River Modelling, Rainwater Harvesting, Watershed Management, Reservoir Optimization","[""Professor (HAG) | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Gauhati University"", ""Lecturer | Gauhati University""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128241,Prof Rajan Choudhary,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Transportation Science and Technology,"Areas of Interest:

Pavement Design, Construction and Evaluation;
Pavement Materials Characterization;
Innovative Technologies for Sustainable Highway Construction;
Pavement Maintenance and Rehabilitation;
Use of Marginal and Waste Materials in Road Construction;
Pavement Quality Control and Assurance;
Asphalt Pavement Recycling;
Design and Construction of Rural Roads;
Road Safety Engineering;
Warm Mix Asphalt Technology;
Open Graded Asphalt Friction Courses","[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128233,Dr Sreeja P.,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Water Resources Engineering,"[""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/4698,Prof Mohammad Jawed,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Environmental Engineering,Environmental Engineering,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128263,Prof Konjengbam Darunkumar Singh,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Structural Engineering,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128254,Dr Indu Siva Ranjani G,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Civil Engineering Materials and Construction Management,"[""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Hindustan University""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/268251,Dr Vivek  Padmanabha,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,"Impact Geomechanics: geomaterials (soils/rocks) under very high strain rate and high-pressure loading.
Shock attenuation and compression phenomena in granular materials.
Dynamic fragmentation of rocks.
Blast resistance and mitigation strategies of Geotechnical Structures.","[""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128247,Dr Hrishikesh Sharma,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Structural Engineering,"[""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128245,Prof Arunasis Chakraborty,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Structural Engineering,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128246,Prof Suresh A. Kartha,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Water Resources Engineering, Groundwater Contaminant Hydrology, Flow and Transport Processes in Porous Media, Hydrology, Hydraulics,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Indian Institute of Technology, Guwahati"", ""Senior Lecturer | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,
https://iitg.irins.org/profile/128244,Prof Bulu Pradhan,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Civil Engineering Materials and Construction Management,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
